dde2e564daedd9cffb65b698e60cf2c3,793934f640a92123b8574be4182fac26,9c92a1c595905295ea415d9853ef8ff2,0,,0
f63715cdd2b69531c1b79832a7766518,793934f640a92123b8574be4182fac26,40fd2b025ec411d5ae38cffffc062036,1,,0
5399344f26d1142b65121123c6fcaaec,793934f640a92123b8574be4182fac26,59e8e509237fb67a6ee1f40dcf409269,2,,0
fdbe20844d6f6e3f83522c8e44cf892b,793934f640a92123b8574be4182fac26,dc6364a861e3473719c00a0fcd2f5450,3,,0
94491f461b6e2cb7f02639aa1f408c39,793934f640a92123b8574be4182fac26,1063c5e084c0e134f5f11010c577148f,4,,0
c41fd9a2a5409eb71ed19c7e5486e301,21a9042ca86c8075aefceba620888d89,3bd51abfefd2227d858b5cfe923a78e5,0,,0
b7ae8358dc02b2ea716bcb36308f271b,21a9042ca86c8075aefceba620888d89,1910a9a192ffb2d3d95835f568c19b96,1,,0
01d7cb5315b8976e8abb71be09c7ec98,21a9042ca86c8075aefceba620888d89,92714a80a2256b0d022417cc4fd4042a,2,,0
11d57ea316b563dbaab8fdb86be403aa,21a9042ca86c8075aefceba620888d89,61961eab6d2288be50ad8144626c830c,3,,0
c034fc9be527d281c87197473a39c4ce,21a9042ca86c8075aefceba620888d89,fad4ae0d8381b8fda69efcb9d5f66364,4,,0
953138ca932753bff609e40c56089322,9a80ae17b5bf2ee7c2d8adc660b97324,87a758a3b3dd723227ed21488a53a08a,0,"{""width"":120}",0
7f4d1aee02a4497ec87aedb8278d7557,9a80ae17b5bf2ee7c2d8adc660b97324,75ac069fa6f72f3086adb5cc0798397e,1,"{""width"":120}",0
92e28119030ef7d1a6ccd300a63f022c,9a80ae17b5bf2ee7c2d8adc660b97324,8020c63adcc780a13160ace24f903dd4,2,"{""width"":120}",0
09d7f03062331d245cb679acbe006ac4,9a80ae17b5bf2ee7c2d8adc660b97324,b30dc990a7e3c0352354519618473ad2,3,"{""width"":120}",0
b01942eb8453e4fa7d3a07c9a7596c86,9a80ae17b5bf2ee7c2d8adc660b97324,2bcb234128ff5490fd79516f4c655dbf,4,"{""width"":120}",0
56a4bc1dbda3ba282e871c05f7526567,9a80ae17b5bf2ee7c2d8adc660b97324,a67b6e53854980e95dba07a9d95c2b73,5,"{""width"":120}",0
d6aa5edd20c71d8bde1569b17ea4d9e7,d9c90fa8e35566e40059944a65f70fda,87a758a3b3dd723227ed21488a53a08a,0,"{""width"":120}",0
bf8ad69c9dfc0d30f5d762626fb88d39,d9c90fa8e35566e40059944a65f70fda,75ac069fa6f72f3086adb5cc0798397e,1,"{""width"":120}",0
